CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
2037;00495;Via 25 Aprile, 54;VIGNONI SNC DEL DOTT. VIGNONI PIETRO E C.;03510000172;25020;017072;FLERO;-;017;BS;BRESCIA;030;LOMBARDIA;01/06/2009;31/08/2010;Ordinaria;1;45,4899734867821;10,1813976594495;1
2037;00495;Via 25 Aprile, 54;VIGNONI SNC DEL DOTT. VIGNONI PIETRO E C.;-;25020;017072;FLERO;-;017;BS;BRESCIA;030;LOMBARDIA;01/03/2009;31/05/2009;Ordinaria;1;45,4899734867821;10,1813976594495;1
2038;00497;Via Taverna, 45;GRANDI & MARCHESI SNC;02065740983;25060;017141;PEZZAZE;LAVONE;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,76355;10,25132;1
2039;00498;Via Corsica, 9;PISATI PIETRO;-;25125;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;31/08/2007;Ordinaria;1;45,53198445;10,2062145;1
2039;00498;Via Zara, 93;EREDI PISATI DI SALMOIRAGHI M.G. E C. SAS;02916610989;25125;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/09/2007;28/02/2013;Ordinaria;1;45,53198445;10,2062145;1
2039;00605;Via Zara, 93;DON BOSCO SAS;02916610989;25125;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,53198445;10,2062145;1
2040;00499;Via XX Settembre, 7;DELLA FIORE;02045030984;25026;017149;PONTEVICO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,2802295575272;10,1017749176377;1
2041;00500;Via Garibaldi, 1;COTTINELLI;02084090980;25036;017133;PALAZZOLO SULL'OGLIO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;29/02/2012;Ordinaria;1;45,5972600141419;9,87939814916642;1
2041;00500;Via Garibaldi, 1;COTTINELLI DELLE DOTTORESSE F. & F. ORSATTI SNC;03368350983;25036;017133;PALAZZOLO SULL'OGLIO;-;017;BS;BRESCIA;030;LOMBARDIA;01/03/2012;-;Ordinaria;1;45,5972600141419;9,87939814916642;1
2042;00552;Via della Repubblica, 62;PODAVINI LORENA;02638370987;25010;017001;ACQUAFREDDA;-;017;BS;BRESCIA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,3077057;10,4158503;1
2042;00552;Via della Repubblica, 22;PODAVINI LORENA;02638370987;25010;017001;ACQUAFREDDA;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,3077057;10,4158503;1
2043;00502;P.zza Moro 24;SANTONI PAOLA;02095000986;25020;017138;SAN PAOLO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,3745057774561;10,0283025372255;1
2044;00503;Piazza Umberto I, 2;CHIAPPINI LUCA;02121580985;25080;017180;SOIANO DEL LAGO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5313127343689;10,5066201484697;1
2045;00561;Via Santellone, 25;SPANO' ANGELA;09260910014;25060;017105;MARMENTINO;-;017;BS;BRESCIA;030;LOMBARDIA;01/06/2006;31/12/2009;Ordinaria;1;45,7518148612536;10,2890997549865;1
2045;00504;-;MUNEROTTO MARISA;02111580987;25060;017105;MARMENTINO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;31/05/2006;Ordinaria;1;45,7518148612536;10,2890997549865;1
2045;00618;Via Santellone, 18;GHIDINI DELLA DR.SSA SONIA GHIDINI E C. SNC;03458900986;25060;017105;MARMENTINO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2013;-;Ordinaria;1;45,7518148612536;10,2890997549865;1
2045;00561;Via Santellone, 18;CARBONE FIORINA;03160070987;25060;017105;MARMENTINO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2010;31/12/2012;Ordinaria;1;45,7518148612536;10,2890997549865;1
2046;00554;Via Gazzane, 23;BRIONE;02772970162;25060;017030;BRIONE;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2008;28/02/2013;Ordinaria;1;45,64112900000001;10,144594;1
2046;00615;Via Gazzane, 23;BRIONE DEL DR. AHMAD MUSTAPHA & C. SAS;02772970162;25060;017030;BRIONE;-;017;BS;BRESCIA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,64112900000001;10,144594;1
2046;00554;Via Gazzane, 23;BRIONE;04018940280;25060;017030;BRIONE;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;31/12/2007;Ordinaria;1;45,64112900000001;10,144594;1
2047;00506;Via Glisenti, 62;MAZZI FELICE di MAZZI Antonella;03568560175;25078;017197;VESTONE;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,7106412;10,4034707;1
2048;00507;Via Giuseppe Garibaldi 21;ZARLA Cadei Giovanni;03448910178;25050;017136;PASSIRANO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5951423;10,03907765;1
2049;00508;Via Zanardelli, 33;GHIDINI DELLA DOTT.SSA GHIDINI SONIA E C. SNC;03458900986;25060;017104;MARCHENO;-;017;BS;BRESCIA;030;LOMBARDIA;01/12/2012;-;Ordinaria;1;45,709960406817;10,2220285477;1
2049;00508;Via Zanardelli, 33;GHIDINI SONIA;02132580982;25060;017104;MARCHENO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;30/11/2012;Ordinaria;1;45,709960406817;10,2220285477;1
2050;00509;Piazza Martiri Liberta', 2;Chimica Zanni Giuseppe;03576540177;25060;017048;CELLATICA;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5785002017836;10,1783987380293;1
2051;00510;Via Fossadelli, snc;COMUNALE DI CAPRIOLO SRL;03567880178;25031;017038;CAPRIOLO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;31/05/2013;Ordinaria;1;45,6354397699491;9,93185035921963;1
2051;00510;Piazza Mercato, 3;COMUNALE DI CAPRIOLO;03567880178;25031;017038;CAPRIOLO;-;017;BS;BRESCIA;030;LOMBARDIA;01/06/2013;-;Ordinaria;1;45,6354397699491;9,93185035921963;1
2052;00511;Via Giuseppe Garibaldi, 15;COPPINI PATRIZIA;02155420983;25020;017037;CAPRIANO DEL COLLE;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4611078360804;10,1263927098268;1
2053;00512;Via Prima, 24 VILL. PREALPINO;VINCOLI MARIALAURA;03604390173;25136;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,582225;10,2345284;1
2054;00594;Piazzale Cesare Battisti, 43;BRAVI SNC DEI DR.I BRAVI CARLO ANTONIO E BRAVI GIANLUIGI ANDREA;02943240982;25024;017088;LENO;-;017;BS;BRESCIA;030;LOMBARDIA;01/02/2008;-;Ordinaria;1;45,3610611248347;10,2181498141038;1
2054;00513;Piazzale Cesare Battisti, 43;BRAVI DEL DR. BRAVI GIANLUIGI;02180540987;25024;017088;LENO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;31/01/2008;Ordinaria;1;45,3610611248347;10,2181498141038;1
2055;00514;Via Cremona, 173;BRAVI SNC DEI DR.I BRAVI CARLO ANTONIO E BRAVI GIANLUIGI ANDREA;02943240982;25124;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/02/2008;28/02/2013;Ordinaria;1;45,46637675;10,5337878;1
2055;00514;Via Cremona, 173;BRAVI CARLO ANTONIO;03606460172;25124;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;31/01/2008;Ordinaria;1;45,46637675;10,5337878;1
2055;00593;Via San Zeno, 95;BRAVI SNC DEI DR.I BRAVI CARLO ANTONIO E BRAVI GIANLUIGI ANDREA;02943240982;25124;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,46637675;10,5337878;1
2056;00515;Via XXVI Aprile, 30;Federici Marcello Molinari;02186480980;25032;017052;CHIARI;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5331321826567;9,91812892834883;1
2057;00516;Via Roma, 23;SERRANO' FILIPPO;02087920803;25070;017005;ANFO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,7626466996469;10,4904200110707;1
2058;00579;Via Nazionale, 49;FRONGILLO MARIA LUISA;02505890646;25074;017087;LAVENONE;-;017;BS;BRESCIA;030;LOMBARDIA;01/07/2007;-;Ordinaria;1;45,7399507;10,44389995;1
2058;00517;Via Nazionale, 49;BRANDO ESTER;02191310982;25074;017087;LAVENONE;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;30/06/2007;Ordinaria;1;45,7399507;10,44389995;1
2059;00518;Trav. XII, 41;SANTA RITA SNC DELLE DR.E SIMONA DAMIANI E BEATRICE STEFANA;02211880980;25121;017029;BRESCIA;Villaggio Sereno;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5325241443566;10,2258965292437;1
2060;00519;Via Rivetti, 1;LANZANI BORSATO CAROLINA;02241260989;25032;017052;CHIARI;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5331321826567;9,91812892834883;1
2061;00565;Via della Fornace, 13/15;COMUNALE DI CASTELMELLA;02196860981;25030;017042;CASTEL MELLA;COLORNE;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;30/06/2007;Ordinaria;1;45,5000050107863;10,143308660936;1
2061;00565;Via della Fornace, 13/15;NAVONI PAOLO;03351460179;25030;017042;CASTEL MELLA;COLORNE;017;BS;BRESCIA;030;LOMBARDIA;01/07/2007;-;Ordinaria;1;45,5000050107863;10,143308660936;1
2062;00521;Via S. Faustino, 9;VIOTTI DEL DR. FABRIZIO FINULLI;02231930989;25100;017029;BRESCIA;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5431026465172;10,2197817666421;1
2063;00522;Via Guglielmo Marconi, 41;VALCAMONICA AUGUSTA;02913960163;25036;017133;PALAZZOLO SULL'OGLIO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5926696768095;9,89027712794412;1
2064;00523;Via XXIV Maggio, 49;PERANI DI ANTONIO E ALBERTO PERANI & C. SNC;02245570987;25030;017134;PARATICO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,6563002837909;9,95767807321308;1
2065;00524;Via Alessandro Manzoni, 166;ROSSI ROBERTA;02267250989;25024;017088;LENO;CASTELLETTO DI LENO;017;BS;BRESCIA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,3300636573888;10,2308702292944;1
2065;00524;Via Alessandro Manzoni, 17;ROSSI ROBERTA;02267250989;25024;017088;LENO;CASTELLETTO DI LENO;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,3300636573888;10,2308702292944;1
2066;00525;Via Giuseppe Mazzini, 35;FABIANI EMILIO;02281660981;25076;017121;ODOLO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,645226;10,3875905;1
2067;00526;Piazza Garibaldi, 1 - Ang. Via Zanardelli, 2;OTTINI ELISA MARGHERITA;02290510987;25080;017102;MANERBA DEL GARDA;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,552808358471;10,5808018481791;1
2068;00559;Via Nazionale, 16;ROSSI FEDERICA E C. SAS;02734610989;25070;017031;CAINO;-;017;BS;BRESCIA;030;LOMBARDIA;01/06/2006;28/02/2013;Ordinaria;1;45,6122438679536;10,338285119122;1
2068;00559;Via Nazionale, 16;S. ZENONE DI GIOVANNI TOMASONI E C.  SAS;02734610989;25070;017031;CAINO;-;017;BS;BRESCIA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,6122438679536;10,338285119122;1
2068;00527;-;SEMINO FABIO;01956700064;25070;017031;CAINO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;31/05/2006;Ordinaria;1;45,6122438679536;10,338285119122;1
2069;00528;Via Vittorio Veneto, 2;BARBERA FRANCESCO;-;25030;017190;TRENZANO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;30/09/2010;Ordinaria;1;45,4786905510793;10,003573280511;1
2069;00528;Via Vittorio Veneto, 2;BARBERA FRANCESCO;02345100982;25030;017190;TRENZANO;-;017;BS;BRESCIA;030;LOMBARDIA;01/10/2010;-;Ordinaria;1;45,4786905510793;10,003573280511;1
2070;00529;Via Corridoni, 14;BICCHIERAI BANDERA MARIA;02343880981;25010;017114;MONTIRONE;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,445208243787;10,2270862956742;1
2071;00530;Via Ponte Cingoli, 2;SAN DIONIGI sas;03221330172;25050;017163;RODENGO-SAIANO;-;017;BS;BRESCIA;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5970133942333;10,1136745883134;1
2072;00021;Via Dante Alighieri, 77;BONDURI;00303060131;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,6991210181878;9,00342158986437;1
2073;00029;Piazza Alessandro Volta, 24;BRUSCHI;00171520133;22078;013227;TURATE;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;28/02/2011;Ordinaria;1;45,6549374436766;9,00179077753358;1
2073;00029;Piazza Alessandro Volta, 24;BRUSCHI DEL DR. STEFANO LUCNI;06147890963;22078;013227;TURATE;-;013;CO;COMO;030;LOMBARDIA;01/03/2011;28/02/2013;Ordinaria;1;45,6549374436766;9,00179077753358;1
2073;00432;Piazza Alessandro Volta, 24;BRUSCHI DEL DR. STEFANO LUCINI;06147890963;22078;013227;TURATE;-;013;CO;COMO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,6549374436766;9,00179077753358;1
2074;00397;Via Plinio Caio, 1;CENTRALE DR.SSA MARIA BUZZI;00348150137;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/08/2011;Ordinaria;1;45,8104264;9,0856219;1
2074;00397;Via Plinio Caio, 1;CENTRALE DR.SSA MARIA BUZZI;02974930139;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/09/2011;-;Ordinaria;1;45,8104264;9,0856219;1
2075;00037;Via Roma, 5;COMUNALE;00601370133;22028;013205;SAN FEDELE INTELVI;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,9496657469853;9,05405754129077;1
2076;00383;Via Alessandro Manzoni, 8;BORASI DEL DR. BORASI GIUSEPPE E C. SAS;00250170131;22071;013036;CADORAGO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;30/09/2010;Ordinaria;1;45,7206980511002;9,03874308577285;1
2076;00411;Via Alessandro Manzoni, 8;BORASI DEL DR. BORASI GIUSEPPE E C. SAS;01121650061;22071;013036;CADORAGO;-;013;CO;COMO;030;LOMBARDIA;01/10/2010;-;Ordinaria;1;45,7206980511002;9,03874308577285;1
2077;00049;Via Borgonovo, 6;TAGLIAVINI;00691530133;22020;013161;NESSO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,9034588212397;9,16908858625495;1
2078;00056;Via Diaz, 20;GADDI ELENA;03467950139;22040;013007;ALZATE BRIANZA;-;013;CO;COMO;030;LOMBARDIA;01/06/2013;-;Ordinaria;1;45,7716159178221;9,1955951397602;1
2078;00056;Via Diaz, 12;GADDI;00337890131;22040;013007;ALZATE BRIANZA;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,7716159178221;9,1955951397602;1
2078;00056;Via Diaz, 20;GADDI;00337890131;22040;013007;ALZATE BRIANZA;-;013;CO;COMO;030;LOMBARDIA;01/03/2013;31/05/2013;Ordinaria;1;45,7716159178221;9,1955951397602;1
2079;00057;Via Ranzato, 24/a;SOTTO CORONA;00725930135;22010;013152;MOLTRASIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,863736;9,1042215;1
2080;00074;Via Teresa Ciceri, 8/C;LANZETTI;00791880131;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,80571335;9,0948581;1
2081;00382;Via Roma, 8;BELLAGIO DELLA DR.SSA ANNA MARIA FESTA E C. SAS;02768490134;22021;013019;BELLAGIO;-;013;CO;COMO;030;LOMBARDIA;01/03/2012;-;Ordinaria;1;45,9882628106568;9,26132572238582;1
2081;00382;Via Roma, 8;OBERTI DELLA DR.SSA ANNA OBERTI SAS;00032940132;22021;013019;BELLAGIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;29/02/2012;Ordinaria;1;45,9882628106568;9,26132572238582;1
2082;00079;Via Canturina, 193;PICCHIOTTINI SAS;02441960131;22100;013075;COMO;Albate;013;CO;COMO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,7751508122087;9,1047410682096;1
2082;00079;Via Canturina, 173;DI ALBATE SNC DI LOGNHI ALBA & C.;02441960131;22100;013075;COMO;Albate;013;CO;COMO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,7751508122087;9,1047410682096;1
2083;00080;Via Roma, 33;ANTICA FARMACIA ROMA;00928050137;22023;013060;CASTIGLIONE D'INTELVI;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,95517;9,0901599;1
2084;00418;Via Rosselli, 35;SANTA TERESA SNC di Buzzi Enrica & C;03170910131;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/09/2009;-;Ordinaria;1;45,8104264;9,0856219;1
2084;00083;Viale Rosselli, 35;BUZZI VALENTINI;01215030139;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/08/2009;Ordinaria;1;45,8104264;9,0856219;1
2085;00379;Via Caronti, 15;BLEVIO SNC DEL DR. GIUSEPPE CETTI E C.;-;22020;013026;BLEVIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/12/2007;Ordinaria;1;45,8374499;9,10188;1
2085;00379;Via Caronti, 15;BLEVIO SNC DEL DR. GIUSEPPE CETTI E C.;00249980137;22020;013026;BLEVIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2008;31/08/2009;Ordinaria;1;45,8374499;9,10188;1
2085;00420;Via Caronti, 15;Sonvico S.n.c. Dr. Manlio Sonvico & C.;03203360130;22020;013026;BLEVIO;-;013;CO;COMO;030;LOMBARDIA;01/09/2009;28/02/2013;Ordinaria;1;45,8374499;9,10188;1
2085;00420;Via Caronti, 58;Sonvico S.n.c. Dr. Manlio Sonvico & C.;03203360130;22020;013026;BLEVIO;-;013;CO;COMO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,8374499;9,10188;1
2086;00403;Via Rosselli, 4;BERNARDELLI CAIONE DI DR.SSA CESARINA BERNARDELLI & C. SAS;00287730139;22076;013159;MOZZATE;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,672174;8,955238;1
2087;00089;Via Roma, 78;MASSAGRANDE;00022160139;22040;013136;LURAGO D'ERBA;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,7563069534798;9,22163981080857;1
2088;00098;Piazza Cavour, 1;PAGANI;00437830136;22070;013010;APPIANO GENTILE;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,771313;9,0247447;1
2089;00099;Via XXV Aprile, 5;PESCE NICOLI;01348020130;22070;013100;FENEGRO';-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,695342448293;8,9988923413367;1
2090;00423;Via Giuseppe Garibaldi,16;POPOLARE SNC;03229500131;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/03/2010;-;Ordinaria;1;45,749830794933;9,0503612537648;1
2090;00105;Via Giuseppe Garibaldi, 12 ang. Via G. B. Grassi;POPOLARE;00250160132;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;28/02/2010;Ordinaria;1;45,749830794933;9,0503612537648;1
2091;00110;Via Vittorio Emanuele, 40;DE FILIPPIS;00715980132;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,6560047783725;9,00184040383282;1
2092;00111;Via XXV Aprile, 101;CENTRALE ROBBIO;00114420136;22036;013095;ERBA;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/12/2012;Ordinaria;1;45,7672255;9,187460699999999;1
2092;00111;Via XXV Aprile, 101;PREMIATA FARMA CENTRALE ROBBIOSAS DI ROBBIO MATILDE E C.;03409820135;22036;013095;ERBA;-;013;CO;COMO;030;LOMBARDIA;01/01/2013;-;Ordinaria;1;45,7672255;9,187460699999999;1
2093;00377;Via Santa Maria Maddalena, 13;FOIS DEL ANDER FOIS E FIGLI SNC;02706090137;22060;013012;AROSIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,7159303172725;9,20809685132878;1
2093;00421;Via Santa Maria Maddalena, 13;FOIS DEI DOTTORI ERMANNO E MICHELE FOIS SNC;02706090137;22060;013012;AROSIO;-;013;CO;COMO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,7159303172725;9,20809685132878;1
2094;00128;Via per Lazzate, 1 b;CASAROTTO;00752560136;22070;013028;BREGNANO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,6935947;9,0607594;1
2095;00130;Via V. Veneto, 8;SUBINI;00748110137;22079;013245;VILLA GUARDIA;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,776477;9,026638;1
2096;00132;Via S. Giuseppe, 16;COMUNALE N. 1;01921910137;22063;013041;CANTU';-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,7288699291609;9,14753295840366;1
2097;00141;Via Dante, 6;RENOLDI;00810750133;22070;013202;ROVELLO PORRO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,6529291;9,0404049;1
2098;00143;Via Diaz, 4/A;ZANON SNC DEL DOTT. ALBERTO ZANON E C.;00292970134;22046;013147;MERONE;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,787179;9,244042;1
2099;00427;Via Cesare Battisti, 87;LONGONI;02754020135;22070;013131;LOCATE VARESINO;-;013;CO;COMO;030;LOMBARDIA;01/09/2010;-;Ordinaria;1;45,6868729;8,9354005;1
2099;00145;Via Cesare Battisti, 87;LONGONI;00008020133;22070;013131;LOCATE VARESINO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/08/2010;Ordinaria;1;45,6868729;8,9354005;1
2100;00392;Via Adua, 9;TAGLIABUE DR. DIEGO MARIA;00678020132;22030;013139;MAGREGLIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,9187568996665;9,25179154119763;1
2101;00147;Via Giuseppe Garibaldi, 6;CATTANEO;00422240135;22039;013229;VALBRONA;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,8770440592059;9,3040947973165;1
2102;00391;Piazza Don Angelo Monti, 1/a;CASARTELLI MARIA ANTONELLA;01240410132;22070;013053;CASNATE CON BERNATE;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,75573199999999;9,0734169;1
2103;00174;Via Leoni, 26;RAGGI;01231180132;22100;013075;COMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,7986081;9,0910185;1
2104;00378;Via XX Settembre, 46;S. AMBROGIO DEL DR. FABRIZIO DI LENNA;00250010139;22075;013138;LURATE CACCIVIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2008;30/09/2010;Ordinaria;1;45,763780054286;8,99845741712961;1
2104;00378;Via XX Settembre, 46;S. AMBROGIO DEL DR. FABRIZIO DI LENNA;-;22075;013138;LURATE CACCIVIO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/12/2007;Ordinaria;1;45,763780054286;8,99845741712961;1
2104;00378;Via XX Settembre, 46;S. AMBROGIO DEL DR. FABRIZIO DI LENNA;02371110137;22075;013138;LURATE CACCIVIO;-;013;CO;COMO;030;LOMBARDIA;01/10/2010;-;Ordinaria;1;45,763780054286;8,99845741712961;1
2105;00179;Piazza San Gerardo, 7;MUNICIPALIZZATA;00417080132;22077;013165;OLGIATE COMASCO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/08/2010;Ordinaria;1;45,7872876297191;8,96968641271497;1
2105;00179;Piazza San Gerardo, 7;MUNICIPALIZZATA;03064800133;22077;013165;OLGIATE COMASCO;-;013;CO;COMO;030;LOMBARDIA;01/09/2010;-;Ordinaria;1;45,7872876297191;8,96968641271497;1
2106;00182;Via Roma, 12;SAN FERMO SERVIZI SRL;00354000135;22020;013206;SAN FERMO DELLA BATTAGLIA;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,8079848800474;9,04969521505226;1
2107;00185;Via V. Veneto, 45;MOIOLI;01260940133;22020;013099;FALOPPIO;Gaggino;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,8077082984397;8,96942697931464;1
2108;00187;Via Giuseppe Mazzini, 17;COMUNALE N. 2;01921910137;22063;013041;CANTU';-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,7496589893066;9,12349111467346;1
2109;00189;Via Lombardia, 68;COMUNALE N. 3;01921910137;22060;013041;CANTU';CANTU' MIRABELLO;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,7393644750875;9,1397904043551;1
2110;00190;Via I Maggio, 1;COMUNALE E SERVIZI DI MONTANO LUCINO SRL;00616910139;22070;013154;MONTANO LUCINO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,786513;9,042553999999999;1
2111;00191;Via Giuseppe Garibaldi, 42;MUNICIPALE DI FINO MORNASCO SRL;00308110139;22073;013102;FINO MORNASCO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;30/04/2011;Ordinaria;1;45,749830794933;9,0503612537648;1
2111;00434;Via Giuseppe Garibaldi, 42;GEROSA DR. MATTEO;03308360134;22073;013102;FINO MORNASCO;-;013;CO;COMO;030;LOMBARDIA;01/05/2011;-;Ordinaria;1;45,749830794933;9,0503612537648;1
2112;00428;Via Provinciale per Lecco, 850/854;SOVARZI SAS DI SOVARZI GABRIELA E C.;03250020132;22030;013129;LIPOMO;-;013;CO;COMO;030;LOMBARDIA;01/09/2010;-;Ordinaria;1;45,7906780638364;9,12174266619625;1
2112;00192;Via Provinciale per Lecco, 850/854;SOVARZI GABRIELA;01242070132;22030;013129;LIPOMO;-;013;CO;COMO;030;LOMBARDIA;01/01/2005;31/08/2010;Ordinaria;1;45,7906780638364;9,12174266619625;1
